ComponentType,Currency,CurrencyAmount,Date
order,USD,779,2016-03-21 01:00:56
invoice,USD,548,2016-11-09 13:40:57
invoice,EUR,645,2016-06-29 03:12:14
order,EUR,838,2016-09-14 21:27:09
order,GBP,709,2016-12-19 13:11:36
invoice,GBP,995,2016-01-30 04:12:16
invoice,EUR,35,2016-06-07 09:27:27
order,GBP,669,2016-04-18 05:00:40
order,GBP,724,2016-08-28 16:09:14
return,EUR,212,2016-12-31 16:11:36
return,EUR,380,2016-07-20 08:36:59
order,EUR,214,2016-02-24 23:18:03
return,GBP,471,2016-05-15 23:10:44
order,USD,85,2016-10-04 03:48:07
order,EUR,870,2016-09-26 16:27:10
return,GBP,719,2016-06-16 07:12:00
invoice,USD,701,2016-11-28 18:42:16
invoice,GBP,616,2016-05-11 01:22:28
return,GBP,103,2016-10-07 01:25:57
order,EUR,932,2016-09-18 18:29:12
return,EUR,211,2016-11-16 01:33:13
order,EUR,630,2016-11-26 07:56:15
return,EUR,886,2016-12-28 06:35:24
order,GBP,237,2016-06-19 15:40:04
invoice,GBP,843,2016-12-07 13:28:57
order,GBP,258,2016-09-30 02:05:08
invoice,USD,686,2016-04-21 23:29:37
invoice,EUR,695,2016-08-27 11:11:59
return,EUR,667,2016-03-04 07:27:35
order,USD,555,2016-04-09 22:04:06
invoice,USD,555,2016-10-17 05:15:53
order,GBP,380,2016-04-26 21:05:04
invoice,USD,228,2016-12-18 23:32:08
order,EUR,625,2016-11-07 01:04:32
invoice,EUR,344,2016-05-08 18:39:28
order,EUR,133,2016-06-04 19:29:18
order,USD,720,2016-04-16 06:13:23
invoice,EUR,996,2016-04-02 10:28:45
order,GBP,477,2016-08-26 10:20:23
return,USD,104,2016-07-18 09:45:17
invoice,USD,523,2016-01-27 20:28:44
return,USD,322,2016-10-11 06:03:36
order,EUR,630,2016-09-23 21:34:17
order,EUR,336,2016-04-14 22:55:06
return,EUR,458,2016-03-10 00:58:26
return,USD,208,2016-05-03 13:53:54
order,GBP,137,2016-04-27 04:59:13
order,GBP,942,2016-06-12 16:17:13
order,EUR,601,2016-07-20 16:47:12
return,GBP,770,2016-11-12 02:11:27
return,GBP,884,2016-06-16 19:52:16
return,USD,621,2016-10-11 08:34:12
order,GBP,823,2016-04-23 00:32:23
invoice,USD,397,2016-07-17 03:59:37
order,GBP,488,2016-05-10 10:04:02
order,EUR,197,2016-05-21 22:14:33
return,USD,727,2016-09-20 06:36:43
return,GBP,436,2016-02-29 20:36:07
order,USD,363,2016-09-16 14:52:52
order,EUR,13,2016-01-14 12:13:53
order,EUR,952,2016-05-21 20:31:44
return,GBP,35,2016-06-23 16:31:56
order,GBP,519,2016-01-10 03:07:51
invoice,USD,565,2016-12-06 23:07:16
return,USD,464,2016-09-27 00:29:24
order,EUR,338,2016-10-28 15:15:20
invoice,USD,943,2016-07-24 19:09:47
return,USD,384,2016-08-27 15:39:44
return,GBP,978,2016-10-05 05:32:38
order,EUR,161,2016-12-07 02:28:23
return,USD,978,2016-09-12 18:13:54
return,EUR,429,2016-11-25 05:46:22
return,GBP,53,2016-10-20 11:35:45
invoice,GBP,96,2016-08-08 11:02:16
order,GBP,634,2016-08-10 02:30:30
invoice,EUR,978,2016-06-12 17:42:56
invoice,USD,392,2016-05-26 17:55:10
return,USD,626,2016-02-08 18:40:11
return,GBP,914,2016-01-16 02:22:11
invoice,EUR,753,2016-06-02 11:51:36
invoice,EUR,138,2016-02-01 23:12:38
invoice,EUR,606,2016-07-29 15:20:12
invoice,GBP,801,2016-06-17 03:40:06
invoice,EUR,711,2016-01-06 02:36:14
invoice,EUR,729,2016-08-11 11:14:41
return,USD,296,2016-05-28 03:05:11
invoice,USD,895,2016-03-24 20:18:57
invoice,GBP,737,2016-06-01 22:00:16
invoice,EUR,916,2016-03-08 22:25:31
return,GBP,544,2016-06-03 10:11:00
return,EUR,971,2016-01-31 08:08:53
invoice,USD,454,2016-06-24 06:22:37
invoice,USD,749,2016-01-29 03:24:40
invoice,EUR,334,2016-01-23 05:54:45
invoice,USD,977,2016-06-18 09:55:55
order,USD,381,2016-10-19 12:34:27
return,GBP,299,2016-12-04 01:08:03
return,EUR,429,2016-05-03 19:27:45
order,USD,301,2016-06-03 03:02:06
return,EUR,742,2016-07-28 16:29:28
invoice,USD,273,2016-07-10 00:16:37
invoice,GBP,767,2016-06-15 05:21:51
invoice,USD,177,2016-01-01 17:56:46
order,GBP,725,2016-09-23 20:44:14
order,USD,489,2016-08-08 23:24:00
return,EUR,736,2016-11-19 17:04:33
invoice,GBP,260,2016-03-13 12:07:22
invoice,USD,263,2016-11-04 11:46:43
invoice,GBP,670,2016-02-14 04:12:10
order,EUR,56,2016-03-04 15:19:23
return,USD,782,2016-12-05 10:35:08
return,USD,30,2016-02-07 08:34:55
order,USD,371,2016-08-27 09:10:38
return,EUR,61,2016-06-14 09:18:43
order,EUR,172,2016-01-30 10:36:28
return,USD,470,2016-06-09 22:02:02
order,GBP,668,2016-04-22 09:54:50
return,USD,250,2016-08-27 19:28:23
invoice,EUR,49,2016-09-12 20:57:05
order,GBP,120,2016-07-06 14:53:16
return,USD,25,2016-12-09 19:06:11
invoice,USD,936,2016-03-22 19:59:34
invoice,GBP,478,2016-09-03 03:50:43
invoice,GBP,195,2016-11-15 22:16:58
invoice,USD,766,2016-02-05 04:55:51
order,GBP,380,2016-08-29 11:34:40
invoice,EUR,799,2016-05-18 17:19:07
invoice,EUR,852,2016-10-30 06:34:04
order,EUR,472,2016-06-11 01:46:14
return,GBP,909,2016-03-02 02:27:54
invoice,USD,830,2016-07-18 09:19:34
invoice,USD,752,2016-09-13 06:33:58
return,EUR,260,2016-07-12 04:23:40
return,EUR,695,2016-08-15 23:41:22
return,GBP,238,2016-01-01 00:08:35
invoice,GBP,771,2016-10-25 03:12:04
invoice,GBP,562,2016-06-01 18:11:36
order,EUR,440,2016-06-13 21:35:25
return,EUR,52,2016-01-26 19:17:36
return,GBP,216,2016-10-27 02:55:48
invoice,EUR,976,2016-04-22 10:29:46
return,EUR,86,2016-11-22 23:19:52
return,EUR,984,2016-02-09 21:00:32
return,GBP,891,2016-08-24 10:32:29
order,EUR,89,2016-05-05 03:54:51
order,USD,345,2016-08-27 18:39:53
invoice,USD,572,2016-01-11 02:23:04
return,GBP,541,2016-06-06 23:11:23
order,EUR,403,2016-10-15 07:30:47
return,GBP,523,2016-04-24 09:37:36
invoice,EUR,954,2016-05-21 05:29:04
invoice,GBP,449,2016-06-06 00:01:54
return,USD,947,2016-01-09 14:21:23
order,GBP,194,2016-05-26 22:19:00
return,EUR,848,2016-11-21 21:17:19
order,GBP,696,2016-11-15 17:48:10
order,EUR,990,2016-11-23 10:26:24
invoice,GBP,396,2016-10-06 09:03:45
order,EUR,770,2016-12-10 17:25:03
invoice,EUR,333,2016-04-03 00:30:55
order,GBP,841,2016-11-03 03:32:54
return,USD,227,2016-10-27 16:00:59
order,USD,533,2016-06-20 21:09:12
order,EUR,368,2016-08-13 00:24:27
order,EUR,477,2016-10-08 01:45:16
order,GBP,249,2016-11-06 07:16:31
return,GBP,572,2016-12-14 14:19:44
invoice,GBP,922,2016-06-16 04:00:00
invoice,GBP,869,2016-05-09 03:44:49
invoice,GBP,80,2016-10-01 23:28:47
order,GBP,201,2016-11-30 09:51:31
return,GBP,363,2016-06-06 20:09:17
return,USD,87,2016-09-30 18:42:20
return,USD,153,2016-01-26 15:41:35
order,USD,852,2016-05-17 17:00:12
invoice,EUR,887,2016-05-05 20:45:05
order,USD,541,2016-12-13 00:46:55
order,EUR,106,2016-04-23 21:31:16
return,USD,859,2016-12-17 00:28:30
invoice,EUR,52,2016-10-30 19:47:27
order,EUR,393,2016-02-23 15:30:27
invoice,USD,368,2016-03-12 17:23:11
invoice,GBP,172,2016-04-29 11:03:05
order,GBP,430,2016-01-09 19:59:06
invoice,USD,225,2016-06-13 03:58:40
return,EUR,619,2016-01-08 06:31:20
invoice,GBP,600,2016-02-07 04:12:55
invoice,USD,920,2016-07-05 01:52:20
return,EUR,380,2016-07-26 20:23:07
invoice,USD,562,2016-07-22 12:10:55
return,USD,638,2016-09-20 08:19:44
invoice,GBP,936,2016-12-31 03:20:00
invoice,EUR,225,2016-06-11 01:46:11
return,GBP,469,2016-05-29 09:24:45
order,GBP,83,2016-10-07 15:25:51
invoice,EUR,817,2016-04-28 08:55:50
return,EUR,908,2016-04-04 11:19:53
invoice,USD,816,2016-05-12 14:06:58
order,EUR,907,2016-02-01 16:57:16
invoice,GBP,318,2016-03-10 23:21:26
order,GBP,436,2016-03-22 12:44:48
order,GBP,968,2016-01-17 10:18:24
return,USD,29,2016-11-16 04:25:36
return,GBP,945,2016-06-03 09:09:49
return,USD,841,2016-09-16 16:23:11
invoice,EUR,630,2016-12-08 14:21:39
invoice,GBP,289,2016-10-01 14:31:03
invoice,EUR,375,2016-01-24 19:32:16
return,EUR,268,2016-08-23 11:07:21
invoice,EUR,384,2016-06-14 10:06:33
invoice,GBP,302,2016-10-27 22:41:08
invoice,GBP,331,2016-10-24 00:50:07
invoice,USD,236,2016-02-18 20:45:01
order,EUR,865,2016-08-16 13:29:07
invoice,USD,554,2016-09-03 21:42:44
return,GBP,126,2016-10-19 23:45:16
return,USD,969,2016-11-26 06:46:45
return,GBP,234,2016-01-03 06:21:01
return,USD,122,2016-09-25 08:07:04
return,GBP,119,2016-12-13 21:48:30
invoice,EUR,976,2016-07-26 22:23:37
return,EUR,960,2016-01-04 14:44:15
order,EUR,945,2016-02-11 10:06:13
invoice,EUR,305,2016-03-01 00:04:32
invoice,GBP,190,2016-09-03 07:05:46
return,EUR,862,2016-07-30 21:43:13
order,EUR,802,2016-02-11 09:09:39
invoice,GBP,304,2016-02-21 18:19:12
return,GBP,450,2016-04-12 14:23:48
return,EUR,819,2016-05-08 11:16:09
order,EUR,786,2016-11-20 01:51:11
order,GBP,866,2016-01-12 06:18:28
order,USD,579,2016-06-18 10:16:45
return,GBP,858,2016-10-15 21:22:55
return,GBP,639,2016-08-12 19:28:27
invoice,EUR,80,2016-07-31 04:48:53
invoice,USD,180,2016-11-02 12:23:28
return,EUR,468,2016-08-13 06:21:52
invoice,EUR,297,2016-06-29 04:39:40
return,USD,369,2016-08-05 23:52:37
invoice,GBP,134,2016-05-12 17:53:47
return,EUR,183,2016-02-27 23:29:04
invoice,USD,37,2016-11-05 04:47:32
invoice,EUR,908,2016-03-14 04:43:59
return,EUR,200,2016-02-08 03:37:16
return,GBP,518,2016-10-16 12:02:16
order,GBP,715,2016-12-13 09:40:05
invoice,USD,715,2016-03-26 11:14:05
order,USD,979,2016-02-17 05:39:34
return,USD,748,2016-05-01 18:56:56
return,USD,718,2016-12-14 13:40:07
invoice,USD,588,2016-12-21 22:19:16
return,GBP,103,2016-03-17 03:37:00
order,GBP,128,2016-12-05 03:59:48
return,GBP,832,2016-11-29 19:06:48
invoice,GBP,208,2016-05-18 10:17:31
return,USD,471,2016-04-02 18:49:43
return,EUR,185,2016-08-19 07:34:48
order,USD,495,2016-12-25 02:08:30
invoice,USD,206,2016-10-13 06:40:33
return,USD,449,2016-02-17 09:38:33
return,EUR,245,2016-04-15 14:26:30
return,GBP,798,2016-05-30 05:29:36
return,EUR,902,2016-08-28 15:44:54
invoice,EUR,962,2016-06-11 16:28:36
order,EUR,824,2016-10-14 16:01:30
invoice,USD,117,2016-10-02 02:17:44
order,GBP,196,2016-02-16 10:36:45
invoice,USD,589,2016-12-26 19:01:14
return,USD,985,2016-07-31 01:12:07
return,USD,701,2016-06-25 08:36:43
return,EUR,543,2016-10-14 15:27:19
invoice,USD,219,2016-09-15 17:18:07
invoice,GBP,926,2016-01-20 10:49:42
return,USD,673,2016-07-12 00:20:12
order,GBP,887,2016-02-26 08:10:50
return,USD,362,2016-03-11 12:29:47
invoice,GBP,304,2016-07-11 13:45:20
return,USD,350,2016-05-02 17:26:08
order,EUR,798,2016-06-20 11:01:00
invoice,USD,739,2016-02-16 01:59:26
invoice,USD,982,2016-05-13 21:26:55
order,GBP,388,2016-08-06 00:23:07
invoice,USD,379,2016-04-27 02:58:26
return,GBP,158,2016-09-07 16:30:41
order,EUR,176,2016-04-22 02:52:04
return,USD,130,2016-07-25 01:04:29
invoice,USD,367,2016-10-20 00:36:46
invoice,GBP,80,2016-07-03 02:41:37
return,EUR,383,2016-06-10 10:24:14
order,GBP,366,2016-02-21 19:31:46
invoice,EUR,162,2016-01-06 10:23:14
return,USD,535,2016-04-06 19:06:33
order,EUR,656,2016-08-15 13:28:06
order,EUR,525,2016-08-13 10:14:33
invoice,GBP,593,2016-07-28 09:23:12
return,GBP,569,2016-05-16 16:15:19
invoice,USD,769,2016-08-12 20:26:09
invoice,USD,774,2016-12-11 01:03:14
invoice,GBP,165,2016-05-25 22:38:35
invoice,EUR,995,2016-08-30 14:41:19
order,USD,510,2016-12-28 12:42:27
order,USD,741,2016-08-16 17:49:11
return,GBP,241,2016-05-31 18:30:52
order,EUR,372,2016-08-22 09:29:13
invoice,GBP,143,2016-03-10 21:02:05
return,USD,643,2016-10-14 09:53:22
order,GBP,650,2016-02-17 23:57:45
order,USD,484,2016-07-23 12:10:30
order,GBP,229,2016-11-18 03:17:38
return,EUR,514,2016-06-30 01:14:40
invoice,EUR,855,2016-11-27 20:48:43
invoice,GBP,112,2016-02-24 02:42:19
return,USD,181,2016-03-16 21:07:57
invoice,USD,659,2016-11-27 16:33:46
order,GBP,661,2016-09-17 00:19:03
return,EUR,60,2016-06-08 17:25:57
order,USD,466,2016-07-15 09:47:06
invoice,GBP,92,2016-01-10 11:55:50
return,USD,364,2016-03-06 03:07:39
order,EUR,626,2016-12-11 15:56:55
invoice,USD,569,2016-05-27 08:50:13
order,EUR,515,2016-08-09 22:37:23
invoice,USD,526,2016-02-15 05:00:08
return,EUR,373,2016-10-30 10:25:49
return,GBP,195,2016-09-25 07:01:38
order,USD,286,2016-07-05 07:48:00
order,GBP,627,2016-07-18 13:41:55
invoice,USD,139,2016-10-29 13:09:40
order,USD,721,2016-09-05 14:49:37
return,EUR,349,2016-11-15 16:24:35
return,EUR,722,2016-11-20 09:30:30
invoice,EUR,548,2016-09-09 14:23:43
order,GBP,897,2016-05-01 05:00:27
order,EUR,382,2016-05-07 23:15:37
return,GBP,293,2016-11-22 06:47:40
invoice,GBP,625,2016-02-01 18:51:36
return,GBP,674,2016-02-07 08:47:43
order,EUR,351,2016-03-23 02:59:36
return,USD,995,2016-06-04 10:56:29
order,USD,453,2016-08-03 21:17:22
return,EUR,507,2016-02-24 05:32:40
order,GBP,661,2016-01-08 05:39:25
invoice,EUR,722,2016-11-11 00:50:13
invoice,EUR,466,2016-04-30 18:56:54
invoice,GBP,527,2016-10-11 02:44:31
invoice,USD,149,2016-11-01 09:31:52
return,USD,378,2016-05-02 14:34:47
invoice,GBP,635,2016-10-31 05:59:07
invoice,USD,891,2016-12-15 17:36:41
invoice,EUR,425,2016-05-13 01:06:55
invoice,EUR,247,2016-02-02 14:02:56
return,USD,13,2016-05-30 08:36:28
return,EUR,52,2016-06-21 00:02:40
invoice,GBP,149,2016-07-05 03:28:20
invoice,GBP,31,2016-11-26 01:56:28
return,EUR,866,2016-01-02 04:26:25
order,USD,227,2016-06-23 14:38:06
order,EUR,757,2016-02-08 10:34:05
invoice,GBP,94,2016-02-25 23:42:41
return,USD,174,2016-01-01 18:24:44
return,GBP,904,2016-01-22 12:52:08
invoice,GBP,531,2016-01-11 18:37:20
order,GBP,155,2016-06-10 13:13:47
invoice,GBP,993,2016-03-22 08:55:33
order,USD,26,2016-11-17 18:08:56
return,GBP,948,2016-06-27 12:27:58
return,GBP,880,2016-10-06 05:15:31
order,EUR,434,2016-02-11 18:37:23
order,USD,783,2016-12-31 02:32:40
return,USD,105,2016-04-25 19:48:12
order,USD,981,2016-02-03 08:41:22
invoice,GBP,701,2016-09-12 15:45:00
invoice,USD,21,2016-03-21 11:32:04
order,GBP,461,2016-04-03 00:48:51
invoice,EUR,670,2016-09-01 15:48:07
order,GBP,459,2016-07-05 11:16:42
order,EUR,282,2016-02-06 12:46:52
return,EUR,894,2016-02-28 00:15:36
order,USD,793,2016-04-19 06:38:09
invoice,EUR,318,2016-12-20 05:36:34
return,GBP,589,2016-08-03 12:21:24
order,GBP,740,2016-03-25 02:53:31
invoice,USD,333,2016-07-12 06:40:35
return,EUR,17,2016-07-23 04:05:47
return,EUR,238,2016-05-02 17:23:27
order,USD,624,2016-04-01 17:03:56
order,GBP,630,2016-12-10 04:53:18
order,GBP,287,2016-01-17 14:50:22
order,GBP,732,2016-05-20 18:19:43
invoice,EUR,474,2016-10-14 19:51:45
order,EUR,916,2016-06-07 14:56:30
order,USD,991,2016-12-01 16:01:55
order,GBP,953,2016-06-11 23:10:13
order,EUR,244,2016-12-17 13:55:13
invoice,EUR,516,2016-09-15 15:40:11
invoice,EUR,318,2016-11-29 11:53:26
invoice,GBP,950,2016-09-05 15:18:15
order,USD,897,2016-08-05 19:35:40
order,EUR,647,2016-09-15 18:50:41
invoice,GBP,717,2016-12-31 21:24:45
invoice,EUR,614,2016-11-05 22:38:36
invoice,USD,252,2016-02-16 09:39:12
invoice,USD,97,2016-05-24 07:40:11
return,GBP,480,2016-12-07 20:03:03
order,USD,115,2016-06-05 20:36:21
order,EUR,234,2016-10-12 00:35:14
order,EUR,893,2016-11-29 00:11:50
invoice,GBP,677,2016-12-03 17:12:06
invoice,EUR,319,2016-07-10 16:55:37
return,EUR,65,2016-03-05 23:35:17
invoice,GBP,275,2016-12-25 02:58:18
invoice,USD,908,2016-12-02 21:26:04
return,USD,254,2016-07-18 00:03:05
return,GBP,208,2016-12-07 07:48:21
return,USD,385,2016-05-20 08:52:56
order,GBP,135,2016-09-12 22:38:43
return,EUR,10,2016-12-31 04:59:04
invoice,GBP,659,2016-01-30 20:44:03
order,GBP,947,2016-01-15 17:04:03
return,USD,243,2016-11-03 11:26:31
order,GBP,695,2016-12-28 17:49:38
order,USD,998,2016-11-03 00:54:59
order,GBP,785,2016-11-24 15:26:37
order,GBP,282,2016-02-28 16:51:05
return,USD,441,2016-01-15 15:54:33
invoice,USD,686,2016-06-20 06:10:04
return,EUR,179,2016-09-01 06:46:19
return,EUR,665,2016-04-14 22:42:12
invoice,EUR,234,2016-03-07 17:39:01
order,GBP,81,2016-02-29 00:30:36
invoice,EUR,392,2016-05-09 16:30:33
order,GBP,613,2016-03-14 19:26:02
return,GBP,728,2016-03-15 02:00:23
order,GBP,333,2016-11-01 21:25:00
return,USD,51,2016-06-12 07:37:31
invoice,EUR,925,2016-10-19 07:04:26
return,USD,244,2016-12-06 17:56:02
order,USD,631,2016-02-17 11:13:34
invoice,EUR,791,2016-09-22 07:00:31
order,GBP,82,2016-10-16 22:47:35
return,USD,572,2016-04-11 13:40:53
invoice,USD,48,2016-01-28 07:30:05
order,EUR,123,2016-09-09 07:34:17
return,GBP,899,2016-06-15 09:02:55
order,EUR,677,2016-01-07 13:16:39
return,USD,112,2016-04-13 02:03:36
return,GBP,22,2016-02-27 00:58:47
order,EUR,465,2016-11-29 07:34:01
order,USD,839,2016-12-22 05:51:35
order,GBP,871,2016-08-02 23:17:13
invoice,USD,45,2016-07-16 07:33:24
return,USD,10,2016-04-13 16:31:58
return,GBP,732,2016-04-08 12:44:14
invoice,USD,636,2016-01-28 05:27:52
order,USD,582,2016-03-13 14:24:09
invoice,GBP,46,2016-10-12 08:41:27
invoice,USD,445,2016-01-13 16:49:41
return,GBP,115,2016-03-27 05:49:48
invoice,USD,212,2016-08-31 11:54:16
order,EUR,618,2016-06-11 06:49:24
invoice,USD,283,2016-06-04 04:42:26
return,USD,203,2016-04-12 00:16:47
return,USD,102,2016-12-01 06:56:30
return,EUR,507,2016-12-05 17:54:03
return,USD,124,2016-01-09 06:42:27
return,GBP,130,2016-01-19 09:22:06
order,GBP,625,2016-09-18 14:13:34
invoice,EUR,890,2016-11-03 14:16:18
return,USD,234,2016-11-14 04:39:19
invoice,EUR,233,2016-07-07 20:08:58
invoice,GBP,582,2016-01-15 20:23:30
return,EUR,437,2016-10-11 22:54:25
invoice,GBP,848,2016-07-21 18:04:33
order,USD,423,2016-09-10 10:02:24
invoice,USD,45,2016-05-27 03:54:51
order,USD,142,2016-04-26 12:31:02
order,USD,563,2016-12-25 04:09:49
return,USD,441,2016-06-18 22:04:47
invoice,EUR,597,2016-12-01 20:09:50
order,EUR,390,2016-07-29 02:19:05
order,USD,890,2016-10-15 05:11:51
invoice,GBP,7,2016-09-10 19:26:56
order,USD,611,2016-04-04 19:51:41
order,USD,431,2016-05-15 02:57:44
order,GBP,907,2016-02-11 07:16:01
return,GBP,674,2016-12-19 07:35:22
invoice,EUR,463,2016-06-13 10:05:41
return,USD,419,2016-07-28 02:17:38
order,GBP,587,2016-03-21 00:55:25
invoice,EUR,644,2016-10-26 07:43:55
return,GBP,393,2016-11-24 04:55:29
return,GBP,467,2016-09-26 07:32:01
order,USD,693,2016-08-12 22:39:09
return,GBP,625,2016-09-28 04:28:30
invoice,EUR,441,2016-01-02 11:46:45
return,GBP,640,2016-03-31 15:56:48
order,USD,468,2016-04-15 14:25:00
order,USD,155,2016-04-19 12:52:05
order,USD,900,2016-08-07 10:12:22
return,EUR,605,2016-01-24 20:44:22
return,EUR,296,2016-05-22 01:53:06
order,GBP,198,2016-05-18 04:45:44
order,GBP,795,2016-01-28 22:52:33
invoice,GBP,630,2016-08-29 09:20:15
return,USD,471,2016-12-30 15:34:58
invoice,EUR,478,2016-11-05 02:16:17
order,USD,427,2016-06-06 23:48:33
invoice,USD,602,2016-05-15 01:46:24
invoice,EUR,603,2016-12-17 07:43:06
order,EUR,940,2016-01-14 00:29:28
return,EUR,994,2016-03-05 00:55:54
return,EUR,352,2016-02-07 16:40:17
order,EUR,102,2016-09-17 08:23:53
return,GBP,750,2016-11-16 23:47:31
return,USD,922,2016-02-15 04:10:27
invoice,GBP,588,2016-10-12 17:10:01
order,USD,763,2016-01-23 01:08:07
return,USD,713,2016-03-26 23:39:54
order,USD,834,2016-12-30 17:02:31
invoice,EUR,860,2016-10-14 16:08:35
order,USD,14,2016-07-07 14:40:24
order,EUR,156,2016-07-09 14:49:07
invoice,GBP,152,2016-04-22 03:33:13
order,GBP,815,2016-02-21 22:26:38
return,EUR,691,2016-11-23 18:45:16
return,EUR,486,2016-06-03 22:50:59
order,GBP,989,2016-05-26 05:28:18
invoice,USD,862,2016-03-09 08:40:11
order,GBP,421,2016-04-12 11:53:09
invoice,EUR,881,2016-11-13 06:24:49
invoice,EUR,600,2016-01-16 20:24:44
invoice,EUR,903,2016-07-19 14:44:29
order,EUR,783,2016-04-08 10:19:36
order,USD,944,2016-08-19 18:02:50
order,USD,134,2016-11-22 13:06:52
return,EUR,559,2016-01-01 06:01:52
order,EUR,837,2016-05-14 07:57:14
order,EUR,361,2016-09-13 14:33:21
return,EUR,777,2016-07-04 04:37:36
order,USD,669,2016-06-01 11:12:15
order,USD,726,2016-05-23 09:29:05
return,EUR,484,2016-01-07 23:21:22
invoice,EUR,699,2016-05-05 20:56:35
invoice,USD,810,2016-06-02 11:56:42
order,EUR,382,2016-09-08 05:25:20
order,GBP,378,2016-05-20 00:11:07
invoice,GBP,489,2016-03-24 04:47:26
return,GBP,32,2016-12-01 09:58:47
invoice,GBP,967,2016-10-10 15:59:33
invoice,GBP,904,2016-09-07 14:34:13
return,GBP,722,2016-02-24 07:21:18
return,GBP,478,2016-05-04 13:15:17
return,USD,615,2016-03-05 00:42:53
order,USD,145,2016-06-01 03:22:42
return,GBP,283,2016-12-28 05:44:04
invoice,GBP,712,2016-01-04 20:24:27
return,EUR,865,2016-02-06 16:01:23
order,USD,676,2016-12-15 22:24:54
invoice,GBP,149,2016-02-23 04:33:09
invoice,EUR,110,2016-09-01 09:18:42
order,EUR,846,2016-06-22 11:08:45
order,USD,214,2016-09-21 21:55:51
invoice,EUR,366,2016-02-28 13:36:38
invoice,USD,261,2016-05-11 01:21:59
order,EUR,535,2016-08-30 17:38:59
return,GBP,809,2016-04-30 09:20:47
invoice,USD,248,2016-09-10 02:27:13
order,EUR,536,2016-09-16 15:58:27
return,USD,108,2016-05-12 01:26:33
order,GBP,820,2016-05-05 04:19:55
return,USD,375,2016-05-17 21:55:28
invoice,GBP,586,2016-04-05 18:23:44
return,USD,160,2016-02-19 17:42:21
order,EUR,763,2016-09-29 18:03:29
order,GBP,399,2016-01-23 01:19:32
invoice,EUR,538,2016-06-07 16:08:04
invoice,GBP,109,2016-10-07 03:26:44
return,GBP,208,2016-05-16 04:19:23
return,USD,565,2016-10-06 01:27:55
order,GBP,239,2016-11-24 01:07:48
invoice,EUR,394,2016-11-24 21:12:54
return,USD,90,2016-06-16 06:51:38
order,EUR,546,2016-04-04 17:03:10
return,EUR,986,2016-05-24 11:38:40
return,USD,609,2016-06-12 07:59:14
order,GBP,403,2016-10-13 05:28:02
order,USD,675,2016-11-10 09:36:46
order,GBP,553,2016-01-17 22:17:49
return,GBP,74,2016-12-06 23:49:52
return,GBP,64,2016-05-08 04:23:49
invoice,GBP,542,2016-06-17 12:19:52
invoice,GBP,155,2016-01-29 08:36:06
invoice,GBP,973,2016-12-18 03:34:02
order,USD,535,2016-07-22 22:26:51
invoice,GBP,788,2016-07-03 16:19:34
order,EUR,290,2016-05-08 18:28:26
return,GBP,467,2016-05-29 04:51:46
return,GBP,408,2016-06-13 20:42:36
invoice,EUR,675,2016-06-17 04:17:54
order,GBP,466,2016-12-27 19:56:42
invoice,GBP,644,2016-02-07 17:23:07
order,USD,926,2016-09-02 19:41:31
invoice,USD,443,2016-08-31 18:00:28
return,EUR,417,2016-05-17 11:11:10
invoice,GBP,391,2016-10-15 07:22:03
order,GBP,521,2016-11-27 14:34:37
return,USD,798,2016-06-21 17:09:01
invoice,EUR,343,2016-03-16 18:07:49
invoice,EUR,850,2016-01-28 07:25:00
order,GBP,700,2016-08-25 13:31:17
return,GBP,676,2016-07-04 00:03:21
invoice,GBP,393,2016-12-26 03:43:20
return,GBP,60,2016-11-13 20:22:46
return,USD,686,2016-11-14 21:58:01
order,EUR,294,2016-10-27 06:56:56
order,USD,441,2016-07-18 19:49:14
return,USD,662,2016-01-06 09:46:10
invoice,EUR,895,2016-02-07 00:35:14
invoice,EUR,724,2016-12-19 02:37:48
return,EUR,136,2016-03-16 22:08:42
return,GBP,797,2016-01-08 13:05:59
order,USD,610,2016-11-10 21:48:20
invoice,EUR,611,2016-07-18 09:28:14
return,USD,727,2016-05-05 05:22:59
order,GBP,712,2016-10-12 00:27:31
order,USD,975,2016-04-17 18:37:55
order,GBP,749,2016-11-24 15:32:17
invoice,GBP,782,2016-08-30 01:41:28
invoice,USD,452,2016-05-13 09:00:58
return,USD,250,2016-06-04 03:52:53
invoice,EUR,396,2016-06-25 12:19:36
invoice,EUR,653,2016-10-25 23:08:23
invoice,GBP,756,2016-09-25 01:12:57
order,USD,801,2016-01-07 12:51:26
return,EUR,459,2016-03-12 02:47:14
order,EUR,300,2016-07-17 10:47:40
order,USD,427,2016-08-18 10:04:43
return,USD,775,2016-02-02 13:58:32
return,USD,149,2016-05-21 16:35:46
order,USD,914,2016-02-04 09:12:42
return,USD,799,2016-08-24 05:32:19
order,USD,465,2016-08-11 02:58:53
invoice,USD,402,2016-05-25 09:26:51
invoice,USD,274,2016-04-12 05:49:49
order,GBP,879,2016-08-30 17:23:57
invoice,GBP,715,2016-07-14 03:49:38
order,EUR,85,2016-10-02 12:11:48
order,USD,278,2016-06-29 11:49:40
order,GBP,289,2016-03-26 06:10:33
invoice,USD,508,2016-12-04 02:23:48
invoice,GBP,99,2016-10-15 11:23:41
order,USD,816,2016-04-15 05:54:57
return,USD,425,2016-05-31 16:29:36
